Job Title,Salary Estimate,Rating,Company Name,Location,Job Description,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,remote_jobs,age,python,spark,aws,excel,sql,Tableau
Sports Data Scientist,$90K - $190K,5.0,"Swish Analytics
5.0",Remote,"Company Description
Swish Analytics is a sports analytics, betting and fantasy startup building the next generation of predictive sports analytics data products. We believe that oddsmaking is a challenge rooted in engineering, mathematics, and sports betting expertise; not intuition. We're looking for team-oriented individuals with an authentic passion for accurate and predictive real-time data who can execute in a fast-paced, creative, and continually-evolving environment without sacrificing technical excellence. Our challenges are unique, so we hope you are comfortable in uncharted territory and passionate about building systems to support products across a variety of industries and consumer/enterprise clients.
Job Description
Swish Analytics is looking for a Data Scientist to join our ever-growing team! Data Science is at the core of our business, so this team has true ownership and impact over developing core components of Swish's data products. We're hiring a Data Scientist to support our Sports Data Models",1 to 50 Employees,2014,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,90.0,190.0,140.0,"Swish Analytics
",-1,1,9,0,0,0,1,0,0
Data Scientist,$60.00 - $65.00 Per Hour,4.9,"Sunixa Solutions
4.9",Remote,"Hi
Job title: Data Scientist
Location: Remote
Duration: Long term
Exp: 10+
Top Skills:
SQL, SAS, Python, STATA, Excel, QGIS, HIVE, HADOOP
Job Type: Contract",51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),1,60.0,65.0,62.5,"Sunixa Solutions
",-1,1,8,1,0,0,1,1,0
Data Scientist I,$95K - $115K,3.1,"Burlington Stores
3.1","Edgewater Park, NJ","LOCATION 4287 Route 130 S Edgewater Park NJ US 08010
Overview
Come join our growing team here at Burlington Stores as a Data Scientist I! The Data Scientist I will support business areas including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics teams with insights gained from analyzing Burlington and external data. Must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools building and implementing models, using/creating algorithms and creating/running simulations. Must have strong interpersonal and relationship building skills & strong written and verbal communication skills.
Duties & Responsibilities:
Work with stakeholders throughout the organization including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics to identify opportunities for leveraging company data to drive business solutions",10000+ Employees,1972,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),0,95.0,115.0,105.0,"Burlington Stores
", NJ,0,51,0,0,0,0,0,0
Data Scientist,$110K,-1.0,"Zartico, Inc.",Remote,"Meet Zartico, the world’s first Destination Operating System.

Zartico’s mission is to empower DMOs to be better stewards of the world’s tourist destinations through improved data intelligence and decision-making. Makers of the first Destination Operating System, Zartico harnesses and streamlines complex data to provide a full-spectrum of data science, benchmarking and analytical services for use in marketing, community development and sustainability efforts. Based in Salt Lake City, Utah, Zartico has over thirty years of experience in technology, tourism, and destination, travel and tourism marketing.

Zartico is looking to add a Data Scientist to the team. In this role, you will be designing and developing new tools, architecture, and models to flexibly extract actionable information from large, complex data sets. To be successful in this role, you will need a strong background in mathematical and statistical reasoning, comfortability programming (SQL and Python required), experience designing, evaluating and testing models with/on complex data sets, and an ability to problem solve effectively in ambiguous settings.",51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,110.0,-1.0,110.0,"Zartico, Inc.",-1,1,4,1,0,0,0,1,0
Data Science Analyst I,$55K - $65K,3.8,"Aflac, Incorporated
3.8",Remote,"Salary Range: $55,000 - $65,000

We’ve Got You Under Our Wing
We are the duck. We develop and empower our people, cultivate relationships, give back to our community, and celebrate every success along the way. We do it all…The Aflac Way.

Aflac, a Fortune 500 company, is an industry leader in voluntary insurance products that pay cash directly to policyholders and one of America's best-known brands. Aflac has been recognized as Fortune’s 50 Best Workplaces for Diversity and as one of World’s Most Ethical Companies by Ethisphere.com.",10000+ Employees,1955,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,55.0,65.0,60.0,"Aflac, Incorporated
",-1,1,68,0,0,0,0,0,0
Data Scientist,$65.00 Per Hour,3.1,"RV Solutions Pvt. Ltd
3.1","Seattle, WA","Position : Data Scientist
Type : Contract
Location : Seattle, WA
Client : Photon/Alaska Airlines
$65/hr on C2C
Job Description :
Job Summary
We are seeking a Data Scientist to work on a Generative AI initiative to join our team. The ideal candidate will have a deep understanding of language models, text-to-image, and other generative AI models. They must possess knowledge of Python, and machine learning frameworks.",10000+ Employees,1966,Company - Public,Sporting Goods Stores,Retail & Wholesale,$1 to $5 billion (USD),1,65.0,-1.0,65.0,"RV Solutions Pvt. Ltd
", WA,0,57,1,0,0,0,0,0
Data Scientist - Remote,$80K - $110K,-1.0,DLZP Group,Remote,"Data Scientist
Job Overview
We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",-1,-1,-1,-1,-1,-1,0,80.0,110.0,95.0,DLZP Group,-1,1,-1,0,0,0,0,0,0
"Data Scientist, Services",$140K - $150K,4.7,"StreetLight Data
4.7",Remote,"StreetLight pioneered the use of Big Data analytics to shed light on how people, goods, and services move, empowering smarter, data-driven transportation decisions. The company applies proprietary machine-learning algorithms and data processing resources to measure travel patterns of vehicles, bicycles and pedestrians that enable complex transportation problem solving using analytics available on SaaS platform, StreetLight InSight®. Acquired by Jacobs as a subsidiary in February 2022, StreetLight continues to provide innovative digital solutions to help communities reduce congestion, improve safe and equitable transportation, and maximize the positive impact of infrastructure investment.

As a Data Scientist on our Services team, your role will be vital in shaping our services offerings. You will directly influence the success of our customers by developing data-driven solutions tailored to their unique needs. Utilizing your data science expertise, you will be tasked not only with the creation of these solutions but also with the proactive identification and validation of potential new services offerings.
In this role, you will harness the power of StreetLight's extensive repository of transportation data, formulating efficient queries to deliver the answers our customers seek. Employing innovative visualization techniques and synthesizing diverse data sets, you willprovide comprehensive insights. As a key contributor to our lean launch program, your data insights will enable the identification, prototyping, and validation of new product concepts.",51 to 200 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),0,140.0,150.0,145.0,"StreetLight Data
",-1,1,12,0,0,0,0,0,0
Jr Data Scientist,$76K - $105K (Glassdoor est.),3.9,"Veracity Software
3.9","Iselin, NJ","Job Description :
Data Scientist will join a team responsible for developing advanced analytics products.
Applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes.
In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.
Experience : 1 – 2 Years
Mandatory Skills And Qualifications :",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,76.0,105.0,90.5,"Veracity Software
", NJ,0,13,0,0,0,0,0,0
Junior Data Scientist,$80K - $100K,3.2,"Club Quarters
3.2","Stamford, CT","Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,80.0,100.0,90.0,"Club Quarters
", CT,0,-1,0,0,0,0,0,0
Data Scientist,$80K - $120K,4.2,"FAST GROWING TREES LLC
4.2",Remote,"Description:

About the Company
Fast Growing Trees is one of the fastest-growing eCommerce companies in America. We enable people to live better, greener lives…one tree at a time. Founded in 2005, we have served over 1 million customers and continue to expand our market leadership and accelerate our growth within a fast-paced, entrepreneurial environment. We’re looking for leaders who want to make a positive difference every day.
About the Role
As a Data Scientist you will be responsible for building and maintaining demand planning models, setting inventory levels, and optimizing nursery space usage to ensure we are in stock for our customers. You will work with Merchandising and Marketing to understand key demand drivers to create realistic forward demand projections. You will analyze trend data and build automated tools to drive replenishment for our highly seasonal ecommerce business. Finally you will work with transportation, suppliers, and the nursery staff to ensure a steady flow of inventory to meet demand within space constraints. If you are passionate about using data to solve complex problems within Supply Chain, this is the role for you!
Requirements:",51 to 200 Employees,2005,Company - Private,Home Furniture & Housewares Stores,Retail & Wholesale,Unknown / Non-Applicable,0,80.0,120.0,100.0,"FAST GROWING TREES LLC
",-1,1,18,0,0,0,0,0,0
Data Scientist,$70K - $105K,3.5,"Denver Health
3.5","Denver, CO","We are recruiting for a Data Scientist to join our team!

We are here for life’s journey.
Where is your life journey taking you?

Being the heartbeat of Denver means our heart reflects something bigger than ourselves, something that connects us all:

Humanity in action, Triumph in hardship, Transformation in health.
Department
Patient Safety and Quality
Company is committed to diversity and inclusion. We are an equal opportunity employer including veterans and people with disabilities.

A Brief Overview
Under minimal supervision, the Data Scientist is responsible for development, implementation, and evaluation of multiple projects simultaneously. This includes gathering business requirements, extracting data, conducting statistical analyses, creating reports and visualizations, and developing system solutions. The Data Scientist readily displays the ability to diagnose issues, identify appropriate resources and escalations, and propose creative solutions to complex problems. Under general direction, the Data Scientist is an Epic certified or proficient individual, who is responsible for the support, analysis, design, build, configuration, implementation, and workflow documentation of the assigned Epic application or third-party software, in alignment with organization's policies, procedures, and business operations.

What you will do




Regular
$69,900.00 - $104,900.00 / yr",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,70.0,105.0,87.5,"Denver Health
", CO,0,163,0,0,0,0,0,0
Data Scientist III,$171K,3.9,"Uber Freight
3.9","San Francisco, CA","Job ID: DATAS010226
Position Title: Data Scientist III
Company/Employer: Uber Freight US LLC
Worksite Location: 1725 3rd Street, San Francisco, CA 94158

JOB DUTIES AND RESPONSIBILITIES:
Perform exploratory data analysis, statistical analysis, and machine learning model development in a production environment;",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,171.0,-1.0,171.0,"Uber Freight
", CA,0,14,0,0,0,0,0,0
Associate Data Scientist,$65K - $131K,4.1,"Tencent
4.1","Palo Alto, CA","Work Mode:
Onsite
Responsibilities:
About Tencent
Tencent is a world-leading internet and technology company that develops innovative products and services to improve the quality of life of people around the world. Founded in 1998 with its headquarters in Shenzhen China, our guiding principle is to use technology for good.
We are not only a major video game publisher in the world, we also produce other high-quality digital content, enriching interactive entertainment experiences for people around the globe. We offer a range of services such as cloud computing, advertising, FinTech, and other enterprise services to support our clients' digital transformation and business growth.
About IEG
Interactive Entertainment Group (IEG) is responsible for the R&D, operation, and development of the company's interactive entertainment business including games and eSports. Through online gaming, live broadcasts, and offline eSports, IEG assists the company in leading the global interactive entertainment market to create better interactive entertainment content experiences for users.






California
The base pay range for this position in the state(s) above is $65,450 to $130,900 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,65.0,131.0,98.0,"Tencent
", CA,0,25,0,0,0,0,0,0
Data Scientist,$53K - $73K,4.9,"Locke Solutions
4.9","Houston, TX","Data Scientist will be responsible for developing and implementing analytic solutions, working with vendors on software improvements, and training our team members on how to use the software and data. The Data Scientist should have experience in data analysis, data visualization, and data management, with a focus on customer responsiveness and continuous improvement.
Key Responsibilities:
Collect and analyze data from various sources within the manufacturing plant and precast projects, such as production data, quality control data, project progress, sales and estimating, and customer feedback.
Use TITAN to store and organize data, and to create reports and dashboards that provide insights into the performance of the plant and project progress.
Develop and maintain data visualization tools, such as charts and graphs, to help the plant's management team and project managers understand the data and identify trends and patterns.",51 to 200 Employees,2013,Company - Private,Machinery Manufacturing,Manufacturing,$5 to $25 million (USD),0,53.0,73.0,63.0,"Locke Solutions
", TX,0,10,0,0,0,0,0,0
Associate Data Scientist,$66K - $108K,3.9,"Northwell Health
3.9","Manhasset, NY","Job Description
Assists the leadership to advance data science strategy and programs; works collaboratively with both Information Technology members and the clinical community to evaluate and implement data science projects, systems and initiatives at both the department and the enterprise level.
Job Responsibility
Assists to design, implement, and maintain data science models and applications.
Assists on programs to apply data science methodologies, including predictive modeling and machine learning, data analytics and visualization, and usability and design, to departmental, service line, and enterprise applications and functions.
Synthesizes complex data-related problems into actionable business and/or clinical strategy, and communicate findings to appropriate end-users and stakeholders.",10000+ Employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,66.0,108.0,87.0,"Northwell Health
", NY,0,26,0,0,0,0,0,0
Data Scientist,$80K - $85K,4.9,"AGM Tech Solutions, LLC
4.9","Mount Laurel, NJ","Data Scientist
Python
Predictive modelling
data mining
Job Type: Full-time
Pay: $80,000.00 - $85,000.00 per year
Benefits:
401(k)
Dental insurance",51 to 200 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),0,80.0,85.0,82.5,"AGM Tech Solutions, LLC
", NJ,0,5,1,0,0,0,0,0
Data Scientist,$123K - $169K,4.1,"Salesforce
4.1","Bellevue, WA","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Data
Job Details
Salesforce Inc. seeks Data Scientist in Bellevue WA:
Job Duties : Conduct thorough advanced analyses of datasets of moderate to large size. Render results of data analyses through advanced visualization and tabular reports. Contribute to the implementation of models, experiments and metrics that underpin the development of any data-driven product. Work closely with fellow Data Scientists to ensure analyses, models, experiments, features are delivered to meet business and quality requirements. Provide input on product, process, and team direction. Adhere to the standards of quality set for the team and keep abreast of evolving technologies. ˆAbove address additionally encompasses the following Salesforce locations in the Seattle area: 1621 North 34th Street, Seattle, WA 98103, 744 N. 34th St. Seattle, WA 98103, 1000 N. Northlake Way, Seattle, WA 98103, and 400 Urban Plaza, Suite 700 Kirkland, WA 98033. The permanent position may be offered at any of these locations in the Seattle area.",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,123.0,169.0,146.0,"Salesforce
", WA,0,24,0,0,0,0,0,0
Data Scientist,$145K - $153K,4.0,"Marathon TS
4.0","Vienna, VA","Data Scientist
Rate: 145k-153k/year
Remote - must be able to attend the occasional meetings in Vienna (rare).
Supporting: Department of Veterans Affairs
Core Responsibilities:
Serve as technical lead on federal data science consulting programs directing teams of data scientists and engineers.
Drive project future direction through strategic engagement with customers and stakeholders.
Apply expert subject matter expertise in healthcare analytics and enterprise data strategy.",201 to 500 Employees,2009,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),0,145.0,153.0,149.0,"Marathon TS
", VA,0,14,0,0,0,0,0,0
Data Scientist,$88K - $127K (Glassdoor est.),3.8,"Health Alliance Plan
3.8","Southfield, MI","Responsible for working with business users to fully understand their needs for data science solutions; work with a variety of data sources, both internal and external, as well as structured and unstructured formats, to build analytic models utilizing machine learning techniques; perform deep dive analytics, ad hoc reporting, report automation, fee schedule processing, and dashboard creation/maintenance; partner with the IT group to ensure that the data is sourced from the right location for data science model building; develop ETL pipelines for model training, evaluation and deployment; develop and code data science programs, algorithms, and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; interact with data engineers, business analysts and others to ensure data solutions address full needs; leverage appropriate data science techniques to drive the creation of insights from data; combine data extraction, preparation, and data cleansing with model training and evaluation using Pandas and Alteryx; develop and code data science programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources; use GitHub and similar version control system to maintain source code; interpret and communicate insights and findings from analysis and experiments for a multi-department audience using Data Visualization tools including Power BI and Tableau; utilize MS Access, MS Excel, T-SQL, Oracle SQL, Python, R, healthcare data analytics, quantitative statistical analysis, baseline/trend analysis, qualitative statistical analysis and health economics to perform duties; access data from internal databases and sources, including warehoused and pre-modeled data; server as the Tableau Subject Matter Expert (SME); accountable for the development and production support of interactive data visualizations; perform Tableau server administration for users and user groups; refresh scheduling via Server and TSC; develop dynamic websites with Microsoft SharePoint, as well as automatic registration systems with Microsoft Powerplatformp; use advanced knowledge of data warehousing and data mining principles including DataMart design, fact tables, dimension tables, data views and star schema to complete assigned tasks; stay current on data science and analytics tools, techniques, and practices; and work in an Agile/Scrum environment to write clean, reliable, and testable code that supports rapid delivery via CICD and automated deployments.",1001 to 5000 Employees,1956,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD),0,88.0,127.0,107.5,"Health Alliance Plan
", MI,0,67,1,0,0,1,1,1
Sports Data Scientist,$90K - $190K,5.0,"Swish Analytics
5.0",Remote,"Company Description
Swish Analytics is a sports analytics, betting and fantasy startup building the next generation of predictive sports analytics data products. We believe that oddsmaking is a challenge rooted in engineering, mathematics, and sports betting expertise; not intuition. We're looking for team-oriented individuals with an authentic passion for accurate and predictive real-time data who can execute in a fast-paced, creative, and continually-evolving environment without sacrificing technical excellence. Our challenges are unique, so we hope you are comfortable in uncharted territory and passionate about building systems to support products across a variety of industries and consumer/enterprise clients.
Job Description
Swish Analytics is looking for a Data Scientist to join our ever-growing team! Data Science is at the core of our business, so this team has true ownership and impact over developing core components of Swish's data products. We're hiring a Data Scientist to support our Sports Data Models",1 to 50 Employees,2014,Company - Private,Gambling,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,0,90.0,190.0,140.0,"Swish Analytics
",-1,1,9,0,0,0,1,0,0
Data Scientist,$60.00 - $65.00 Per Hour,4.9,"Sunixa Solutions
4.9",Remote,"Hi
Job title: Data Scientist
Location: Remote
Duration: Long term
Exp: 10+
Top Skills:
SQL, SAS, Python, STATA, Excel, QGIS, HIVE, HADOOP
Job Type: Contract",51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),1,60.0,65.0,62.5,"Sunixa Solutions
",-1,1,8,1,0,0,1,1,0
Data Scientist I,$95K - $115K,3.1,"Burlington Stores
3.1","Edgewater Park, NJ","LOCATION 4287 Route 130 S Edgewater Park NJ US 08010
Overview
Come join our growing team here at Burlington Stores as a Data Scientist I! The Data Scientist I will support business areas including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics teams with insights gained from analyzing Burlington and external data. Must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools building and implementing models, using/creating algorithms and creating/running simulations. Must have strong interpersonal and relationship building skills & strong written and verbal communication skills.
Duties & Responsibilities:
Work with stakeholders throughout the organization including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics to identify opportunities for leveraging company data to drive business solutions",10000+ Employees,1972,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),0,95.0,115.0,105.0,"Burlington Stores
", NJ,0,51,0,0,0,0,0,0
Data Scientist,$110K,-1.0,"Zartico, Inc.",Remote,"Meet Zartico, the world’s first Destination Operating System.

Zartico’s mission is to empower DMOs to be better stewards of the world’s tourist destinations through improved data intelligence and decision-making. Makers of the first Destination Operating System, Zartico harnesses and streamlines complex data to provide a full-spectrum of data science, benchmarking and analytical services for use in marketing, community development and sustainability efforts. Based in Salt Lake City, Utah, Zartico has over thirty years of experience in technology, tourism, and destination, travel and tourism marketing.

Zartico is looking to add a Data Scientist to the team. In this role, you will be designing and developing new tools, architecture, and models to flexibly extract actionable information from large, complex data sets. To be successful in this role, you will need a strong background in mathematical and statistical reasoning, comfortability programming (SQL and Python required), experience designing, evaluating and testing models with/on complex data sets, and an ability to problem solve effectively in ambiguous settings.",51 to 200 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,110.0,-1.0,110.0,"Zartico, Inc.",-1,1,4,1,0,0,0,1,0
Data Science Analyst I,$55K - $65K,3.8,"Aflac, Incorporated
3.8",Remote,"Salary Range: $55,000 - $65,000

We’ve Got You Under Our Wing
We are the duck. We develop and empower our people, cultivate relationships, give back to our community, and celebrate every success along the way. We do it all…The Aflac Way.

Aflac, a Fortune 500 company, is an industry leader in voluntary insurance products that pay cash directly to policyholders and one of America's best-known brands. Aflac has been recognized as Fortune’s 50 Best Workplaces for Diversity and as one of World’s Most Ethical Companies by Ethisphere.com.",10000+ Employees,1955,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,55.0,65.0,60.0,"Aflac, Incorporated
",-1,1,68,0,0,0,0,0,0
Data Scientist,$65.00 Per Hour,3.1,"RV Solutions Pvt. Ltd
3.1","Seattle, WA","Position : Data Scientist
Type : Contract
Location : Seattle, WA
Client : Photon/Alaska Airlines
$65/hr on C2C
Job Description :
Job Summary
We are seeking a Data Scientist to work on a Generative AI initiative to join our team. The ideal candidate will have a deep understanding of language models, text-to-image, and other generative AI models. They must possess knowledge of Python, and machine learning frameworks.",10000+ Employees,1966,Company - Public,Sporting Goods Stores,Retail & Wholesale,$1 to $5 billion (USD),1,65.0,-1.0,65.0,"RV Solutions Pvt. Ltd
", WA,0,57,1,0,0,0,0,0
Data Scientist - Remote,$80K - $110K,-1.0,DLZP Group,Remote,"Data Scientist
Job Overview
We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.",-1,-1,-1,-1,-1,-1,0,80.0,110.0,95.0,DLZP Group,-1,1,-1,0,0,0,0,0,0
"Data Scientist, Services",$140K - $150K,4.7,"StreetLight Data
4.7",Remote,"StreetLight pioneered the use of Big Data analytics to shed light on how people, goods, and services move, empowering smarter, data-driven transportation decisions. The company applies proprietary machine-learning algorithms and data processing resources to measure travel patterns of vehicles, bicycles and pedestrians that enable complex transportation problem solving using analytics available on SaaS platform, StreetLight InSight®. Acquired by Jacobs as a subsidiary in February 2022, StreetLight continues to provide innovative digital solutions to help communities reduce congestion, improve safe and equitable transportation, and maximize the positive impact of infrastructure investment.

As a Data Scientist on our Services team, your role will be vital in shaping our services offerings. You will directly influence the success of our customers by developing data-driven solutions tailored to their unique needs. Utilizing your data science expertise, you will be tasked not only with the creation of these solutions but also with the proactive identification and validation of potential new services offerings.
In this role, you will harness the power of StreetLight's extensive repository of transportation data, formulating efficient queries to deliver the answers our customers seek. Employing innovative visualization techniques and synthesizing diverse data sets, you willprovide comprehensive insights. As a key contributor to our lean launch program, your data insights will enable the identification, prototyping, and validation of new product concepts.",51 to 200 Employees,2011,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),0,140.0,150.0,145.0,"StreetLight Data
",-1,1,12,0,0,0,0,0,0
Jr Data Scientist,$76K - $105K (Glassdoor est.),3.9,"Veracity Software
3.9","Iselin, NJ","Job Description :
Data Scientist will join a team responsible for developing advanced analytics products.
Applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes.
In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers.
Experience : 1 – 2 Years
Mandatory Skills And Qualifications :",51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,76.0,105.0,90.5,"Veracity Software
", NJ,0,13,0,0,0,0,0,0
Junior Data Scientist,$80K - $100K,3.2,"Club Quarters
3.2","Stamford, CT","Club Quarters Application- US

Junior Data Scientist
The Junior Data Scientist is a talented, creative, and motivated data scientist who loves data. The role is supporting our organization with data research and transformation for analytics. This individual will be responsible for ensuring data availability in a timely manner and data accuracy from many disparate systems for reporting and statistical analysis.

MAJOR DUTIES AND RESPONSIBILITIES
•
Build and maintain systems and processes by which we can review and verify the integrity and quality of our data before sharing with internal and external parties
Monitor real-time incoming data to detect anomalies and identify ways to improve our data collection and monitoring systems
REQUIRED QUALIFICATIONS
•
EDUCATION AND EXPERIENCE
KEY RELATIONSHIPS",501 to 1000 Employees,-1,Company - Private,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable,0,80.0,100.0,90.0,"Club Quarters
", CT,0,-1,0,0,0,0,0,0
Data Scientist,$80K - $120K,4.2,"FAST GROWING TREES LLC
4.2",Remote,"Description:

About the Company
Fast Growing Trees is one of the fastest-growing eCommerce companies in America. We enable people to live better, greener lives…one tree at a time. Founded in 2005, we have served over 1 million customers and continue to expand our market leadership and accelerate our growth within a fast-paced, entrepreneurial environment. We’re looking for leaders who want to make a positive difference every day.
About the Role
As a Data Scientist you will be responsible for building and maintaining demand planning models, setting inventory levels, and optimizing nursery space usage to ensure we are in stock for our customers. You will work with Merchandising and Marketing to understand key demand drivers to create realistic forward demand projections. You will analyze trend data and build automated tools to drive replenishment for our highly seasonal ecommerce business. Finally you will work with transportation, suppliers, and the nursery staff to ensure a steady flow of inventory to meet demand within space constraints. If you are passionate about using data to solve complex problems within Supply Chain, this is the role for you!
Requirements:",51 to 200 Employees,2005,Company - Private,Home Furniture & Housewares Stores,Retail & Wholesale,Unknown / Non-Applicable,0,80.0,120.0,100.0,"FAST GROWING TREES LLC
",-1,1,18,0,0,0,0,0,0
Data Scientist,$70K - $105K,3.5,"Denver Health
3.5","Denver, CO","We are recruiting for a Data Scientist to join our team!

We are here for life’s journey.
Where is your life journey taking you?

Being the heartbeat of Denver means our heart reflects something bigger than ourselves, something that connects us all:

Humanity in action, Triumph in hardship, Transformation in health.
Department
Patient Safety and Quality
Company is committed to diversity and inclusion. We are an equal opportunity employer including veterans and people with disabilities.

A Brief Overview
Under minimal supervision, the Data Scientist is responsible for development, implementation, and evaluation of multiple projects simultaneously. This includes gathering business requirements, extracting data, conducting statistical analyses, creating reports and visualizations, and developing system solutions. The Data Scientist readily displays the ability to diagnose issues, identify appropriate resources and escalations, and propose creative solutions to complex problems. Under general direction, the Data Scientist is an Epic certified or proficient individual, who is responsible for the support, analysis, design, build, configuration, implementation, and workflow documentation of the assigned Epic application or third-party software, in alignment with organization's policies, procedures, and business operations.

What you will do




Regular
$69,900.00 - $104,900.00 / yr",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,70.0,105.0,87.5,"Denver Health
", CO,0,163,0,0,0,0,0,0
Data Scientist III,$171K,3.9,"Uber Freight
3.9","San Francisco, CA","Job ID: DATAS010226
Position Title: Data Scientist III
Company/Employer: Uber Freight US LLC
Worksite Location: 1725 3rd Street, San Francisco, CA 94158

JOB DUTIES AND RESPONSIBILITIES:
Perform exploratory data analysis, statistical analysis, and machine learning model development in a production environment;",10000+ Employees,2009,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,171.0,-1.0,171.0,"Uber Freight
", CA,0,14,0,0,0,0,0,0
